url,id,review_count,price,phone,rating,coordinates,image_url,transactions,categories,location,display_phone,distance,alias,is_closed,name,latitude,longitude
https://www.yelp.com/biz/ramen-mafia-brooklyn?adjust_creative=mlUSbFxe2TkWOcUoOW1mYQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mlUSbFxe2TkWOcUoOW1mYQ,C3tRg5yNCjN1krl2iv2oNg,44,,+13475991212,4.5,"{'latitude': 40.73262, 'longitude': -73.9579}",https://s3-media2.fl.yelpcdn.com/bphoto/BqYrwdV66XK3Yuw3so44xQ/o.jpg,"['pickup', 'delivery']","[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'izakaya', 'title': 'Izakaya'}]","{'address1': '208 Franklin St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11222', 'country': 'US', 'state': 'NY', 'display_address': ['208 Franklin St', 'Brooklyn, NY 11222']}",(347) 599-1212,4310.899121467488,ramen-mafia-brooklyn,False,Ramen Mafia,40.73262,-73.9579
https://www.yelp.com/biz/tokyo-record-bar-new-york?adjust_creative=mlUSbFxe2TkWOcUoOW1mYQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mlUSbFxe2TkWOcUoOW1mYQ,zaYK-LuVRUoUVt6EV-xmPg,98,$$$$,,3.5,"{'latitude': 40.7305654051364, 'longitude': -74.0001550748959}",https://s3-media3.fl.yelpcdn.com/bphoto/5ncbzFvWvmzST57oWKtdRA/o.jpg,[],"[{'alias': 'izakaya', 'title': 'Izakaya'}]","{'address1': '127 Macdougal St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['127 Macdougal St', 'New York, NY 10012']}",,2836.624379495677,tokyo-record-bar-new-york,False,Tokyo Record Bar,40.7305654051364,-74.0001550748959
https://www.yelp.com/biz/katana-kitten-new-york-2?adjust_creative=mlUSbFxe2TkWOcUoOW1mYQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mlUSbFxe2TkWOcUoOW1mYQ,kIzVGUWS2b5H_b-G0Q0-0g,43,,+12122433000,4.0,"{'latitude': 40.73425, 'longitude': -74.00639}",https://s3-media4.fl.yelpcdn.com/bphoto/T8_WgDni-INC7arpAEKI7w/o.jpg,[],"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'izakaya', 'title': 'Izakaya'}]","{'address1': '531 Hudson St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['531 Hudson St', 'New York, NY 10014']}",(212) 243-3000,3363.180571362766,katana-kitten-new-york-2,False,Katana Kitten,40.73425,-74.00639
https://www.yelp.com/biz/hero-thai-izakaya-astoria?adjust_creative=mlUSbFxe2TkWOcUoOW1mYQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mlUSbFxe2TkWOcUoOW1mYQ,shHhP5lfZwrAYFL3K04_lg,62,$$,+17189328826,4.0,"{'latitude': 40.76038, 'longitude': -73.92257}",https://s3-media1.fl.yelpcdn.com/bphoto/7q7IdehVkB4aqi-5HdNqaA/o.jpg,"['pickup', 'delivery']","[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'izakaya', 'title': 'Izakaya'}]","{'address1': '34-16 Broadway', 'address2': '', 'address3': None, 'city': 'Astoria', 'zip_code': '11106', 'country': 'US', 'state': 'NY', 'display_address': ['34-16 Broadway', 'Astoria, NY 11106']}",(718) 932-8826,8592.798990366682,hero-thai-izakaya-astoria,False,Hero Thai-Izakaya,40.76038,-73.92257
https://www.yelp.com/biz/19-juku-omakase-new-york-2?adjust_creative=mlUSbFxe2TkWOcUoOW1mYQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mlUSbFxe2TkWOcUoOW1mYQ,jCettteufZZP9bAx5Pxovw,29,,+16465902111,4.5,"{'latitude': 40.7146, 'longitude': -73.9995299}",https://s3-media3.fl.yelpcdn.com/bphoto/WKk9l9NwuUFyjQ3AyCsgMA/o.jpg,[],"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'izakaya', 'title': 'Izakaya'}]","{'address1': '32 Mulberry St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['32 Mulberry St', 'New York, NY 10013']}",(646) 590-2111,1105.2756929233985,19-juku-omakase-new-york-2,False,19 @ Juku - Omakase,40.7146,-73.9995299
https://www.yelp.com/biz/toribei-brooklyn?adjust_creative=mlUSbFxe2TkWOcUoOW1mYQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mlUSbFxe2TkWOcUoOW1mYQ,JDrfVWUn7teXAkmgurtQZg,19,,+17188324554,4.5,"{'latitude': 40.6745180177706, 'longitude': -73.9820596277137}",https://s3-media3.fl.yelpcdn.com/bphoto/19W3vZuz2F9aUTw-s-wUqg/o.jpg,[],"[{'alias': 'izakaya', 'title': 'Izakaya'}]","{'address1': '276 5th Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11215', 'country': 'US', 'state': 'NY', 'display_address': ['276 5th Ave', 'Brooklyn, NY 11215']}",(718) 832-4554,3590.259267852841,toribei-brooklyn,False,Toribei,40.6745180177706,-73.9820596277137
https://www.yelp.com/biz/teo-brooklyn-5?adjust_creative=mlUSbFxe2TkWOcUoOW1mYQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mlUSbFxe2TkWOcUoOW1mYQ,GnngU5X-RbmrWK1zM-_kxw,24,,+13476276156,4.0,"{'latitude': 40.70783, 'longitude': -73.92068}",https://s3-media4.fl.yelpcdn.com/bphoto/7O9_bOubzAONVfC3nOlmOA/o.jpg,[],"[{'alias': 'izakaya', 'title': 'Izakaya'}]","{'address1': '321 Starr St', 'address2': None, 'address3': None, 'city': 'Brooklyn', 'zip_code': '11237', 'country': 'US', 'state': 'NY', 'display_address': ['321 Starr St', 'Brooklyn, NY 11237']}",(347) 627-6156,6226.559001467089,teo-brooklyn-5,False,Teo,40.70783,-73.92068
https://www.yelp.com/biz/bohos-kitchen-new-york-3?adjust_creative=mlUSbFxe2TkWOcUoOW1mYQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mlUSbFxe2TkWOcUoOW1mYQ,w3CHmfkPc5K7MzYfBmyrNQ,7,,+12127770343,4.5,"{'latitude': 40.72072, 'longitude': -73.98864}",https://s3-media1.fl.yelpcdn.com/bphoto/5csTBjNeT62J7aquK0BvoA/o.jpg,[],"[{'alias': 'izakaya', 'title': 'Izakaya'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]","{'address1': '152 Orchard St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['152 Orchard St', 'New York, NY 10002']}",(212) 777-0343,1759.5884628787867,bohos-kitchen-new-york-3,False,BOHO's Kitchen,40.72072,-73.98864
https://www.yelp.com/biz/mochiron-queens?adjust_creative=mlUSbFxe2TkWOcUoOW1mYQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mlUSbFxe2TkWOcUoOW1mYQ,Yv2W9NMGgLiFHjatC-oHag,17,,+13478089089,3.5,"{'latitude': 40.765322, 'longitude': -73.918563}",https://s3-media4.fl.yelpcdn.com/bphoto/G37Do6UNU-ldUDpZmVUZMA/o.jpg,[],"[{'alias': 'izakaya', 'title': 'Izakaya'}]","{'address1': '3418 30th Ave', 'address2': None, 'address3': '', 'city': 'Queens', 'zip_code': '11103', 'country': 'US', 'state': 'NY', 'display_address': ['3418 30th Ave', 'Queens, NY 11103']}",(347) 808-9089,9226.064552150196,mochiron-queens,False,mochiron,40.765322,-73.918563
https://www.yelp.com/biz/izakaya-new-york-5?adjust_creative=mlUSbFxe2TkWOcUoOW1mYQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mlUSbFxe2TkWOcUoOW1mYQ,jsmHlpiJLfaPW3xvldRYjg,5,,+12128239600,3.5,"{'latitude': 40.7686134849057, 'longitude': -73.9824070036411}",https://s3-media2.fl.yelpcdn.com/bphoto/QQmSV5iUkAtloa08QG5KUw/o.jpg,[],"[{'alias': 'izakaya', 'title': 'Izakaya'}]","{'address1': '10 Columbus Cir', 'address2': 'Sc101', 'address3': 'whole foods market', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['10 Columbus Cir', 'Sc101', 'whole foods market', 'New York, NY 10019']}",(212) 823-9600,7095.055047373162,izakaya-new-york-5,False,Izakaya,40.7686134849057,-73.9824070036411
